"str_cia_CVM","dte_refer","dt_publi"
"METALURGICA GERDAU S.A.","2011-09-30","2011-11-10"
"PANATLANTICA S.A.","2011-03-31","2011-05-13"
"PANATLANTICA S.A.","2011-06-30","2011-08-11"
"PANATLANTICA S.A.","2011-09-30","2011-11-11"
"LOJAS RENNER S.A.","2011-03-31","2011-04-28"
"LOJAS RENNER S.A.","2011-06-30","2011-08-15"
"LOJAS RENNER S.A.","2011-09-30","2011-10-27"
"TAURUS ARMAS S.A.","2011-03-31","2011-05-13"
"TAURUS ARMAS S.A.","2011-06-30","2011-08-09"
"TAURUS ARMAS S.A.","2011-09-30","2011-11-11"
"TELEC BRASILEIRAS S.A. TELEBRAS","2012-03-31","2012-05-15"
"TELEC BRASILEIRAS S.A. TELEBRAS","2012-06-30","2012-08-14"
"TELEC BRASILEIRAS S.A. TELEBRAS","2012-09-30","2012-11-13"
"AMERICANAS S.A.","2012-03-31","2012-05-08"
"AMERICANAS S.A.","2012-06-30","2012-08-14"
"AMERICANAS S.A.","2012-09-30","2012-11-13"
"ENERGISA S.A.","2012-03-31","2012-05-07"
"ENERGISA S.A.","2012-06-30","2012-08-13"
"ENERGISA S.A.","2012-09-30","2012-11-08"
"FERROVIA CENTRO-ATLANTICA S.A.","2012-03-31","2012-04-24"
"FERROVIA CENTRO-ATLANTICA S.A.","2012-06-30","2012-07-24"
"FERROVIA CENTRO-ATLANTICA S.A.","2012-09-30","2012-10-23"
"CIELO S.A.","2012-03-31","2012-04-25"
"CIELO S.A.","2012-06-30","2012-07-25"
"CIELO S.A.","2012-09-30","2012-10-23"
"NEOENERGIA S.A.","2012-03-31","2012-05-04"
"NEOENERGIA S.A.","2012-06-30","2012-07-27"
"NEOENERGIA S.A.","2012-09-30","2012-11-14"
"GAFISA S.A.","2012-03-31","2012-05-08"
"GAFISA S.A.","2012-06-30","2012-08-10"
"GAFISA S.A.","2012-09-30","2012-11-12"
"PORTO SEGURO S.A.","2012-03-31","2012-05-14"
"PORTO SEGURO S.A.","2012-06-30","2012-08-06"
"PORTO SEGURO S.A.","2012-09-30","2012-11-12"
"TEGMA GESTAO LOGISTICA S.A.","2012-03-31","2012-05-09"
"TEGMA GESTAO LOGISTICA S.A.","2012-06-30","2012-08-14"
"TEGMA GESTAO LOGISTICA S.A.","2012-09-30","2012-11-06"
"PADTEC HOLDING S.A.","2012-03-31","2012-05-15"
"PADTEC HOLDING S.A.","2012-06-30","2012-08-14"
"PADTEC HOLDING S.A.","2012-09-30","2012-11-29"
"RUMO S.A.","2012-03-31","2012-05-14"
"RUMO S.A.","2012-06-30","2012-08-14"
"RUMO S.A.","2012-09-30","2012-11-13"
"CPFL ENERGIA S.A.","2012-03-31","2012-05-07"
"CPFL ENERGIA S.A.","2012-06-30","2012-08-06"
"CPFL ENERGIA S.A.","2012-09-30","2012-11-05"
"ENGIE BRASIL ENERGIA S.A.","2012-03-31","2012-05-04"
"ENGIE BRASIL ENERGIA S.A.","2012-06-30","2012-07-26"
"ENGIE BRASIL ENERGIA S.A.","2012-09-30","2012-10-25"
"TELEFÔNICA BRASIL S.A","2012-03-31","2012-05-10"
"TELEFÔNICA BRASIL S.A","2012-06-30","2012-07-25"
"TELEFÔNICA BRASIL S.A","2012-09-30","2012-11-06"
"SANTOS BRASIL PARTICIPACOES S.A.","2012-03-31","2012-04-26"
"SANTOS BRASIL PARTICIPACOES S.A.","2012-06-30","2012-07-26"
"SANTOS BRASIL PARTICIPACOES S.A.","2012-09-30","2012-10-29"
"JBS S.A.","2012-03-31","2012-05-15"
"JBS S.A.","2012-06-30","2012-08-14"
"JBS S.A.","2012-09-30","2012-11-13"
"HYPERA S.A.","2012-03-31","2012-05-05"
"HYPERA S.A.","2012-06-30","2012-08-10"
"HYPERA S.A.","2012-09-30","2012-11-09"
"EQUATORIAL ENERGIA S.A.","2012-03-31","2012-04-27"
"EQUATORIAL ENERGIA S.A.","2012-06-30","2012-07-27"
"EQUATORIAL ENERGIA S.A.","2012-09-30","2012-10-24"
"LIGHT S.A.","2012-03-31","2012-05-11"
"LIGHT S.A.","2012-06-30","2012-08-10"
"LIGHT S.A.","2012-09-30","2012-11-09"
"BRADESPAR S.A.","2012-03-31","2012-05-15"
"BRADESPAR S.A.","2012-06-30","2012-08-14"
"BRADESPAR S.A.","2012-09-30","2012-11-14"
"CPFL GERACAO DE ENERGIA S.A.","2012-03-31","2012-05-07"
"CPFL GERACAO DE ENERGIA S.A.","2012-06-30","2012-08-06"
"CPFL GERACAO DE ENERGIA S.A.","2012-09-30","2012-11-05"
"EDP - ENERGIAS DO BRASIL S.A.","2012-03-31","2012-05-09"
"EDP - ENERGIAS DO BRASIL S.A.","2012-06-30","2012-07-25"
"EDP - ENERGIAS DO BRASIL S.A.","2012-09-30","2012-10-31"
"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.","2012-03-31","2012-05-11"
"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.","2012-06-30","2012-08-09"
"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.","2012-09-30","2012-11-06"
"ENEVA S.A","2012-03-31","2012-05-14"
"ENEVA S.A","2012-06-30","2012-08-14"
"ENEVA S.A","2012-09-30","2012-11-09"
"BIOMM S.A.","2012-03-31","2012-05-15"
"BIOMM S.A.","2012-06-30","2012-08-14"
"BIOMM S.A.","2012-09-30","2012-11-14"
"METALFRIO SOLUTIONS S.A.","2012-03-31","2012-05-15"
"METALFRIO SOLUTIONS S.A.","2012-06-30","2012-08-08"
"METALFRIO SOLUTIONS S.A.","2012-09-30","2012-11-08"
"ALIANSCE SONAE SHOPPING CENTERS S.A.","2012-03-31","2012-05-10"
"ALIANSCE SONAE SHOPPING CENTERS S.A.","2012-06-30","2012-08-09"
"ALIANSCE SONAE SHOPPING CENTERS S.A.","2012-09-30","2012-11-05"
"GOL LINHAS AEREAS INTELIGENTES S.A.","2012-03-31","2012-05-04"
"GOL LINHAS AEREAS INTELIGENTES S.A.","2012-06-30","2012-08-13"
"GOL LINHAS AEREAS INTELIGENTES S.A.","2012-09-30","2012-11-13"
"BR MALLS PARTICIPACOES S.A.","2012-03-31","2012-04-26"
"BR MALLS PARTICIPACOES S.A.","2012-06-30","2012-08-01"
"BR MALLS PARTICIPACOES S.A.","2012-09-30","2012-11-13"
"BR PROPERTIES S.A.","2012-03-31","2012-05-15"
"BR PROPERTIES S.A.","2012-06-30","2012-08-09"
"BR PROPERTIES S.A.","2012-09-30","2012-11-06"
"M.DIAS BRANCO S.A. IND COM DE ALIMENTOS","2012-03-31","2012-04-23"
"M.DIAS BRANCO S.A. IND COM DE ALIMENTOS","2012-06-30","2012-07-27"
"M.DIAS BRANCO S.A. IND COM DE ALIMENTOS","2012-09-30","2012-10-26"
"BRASILAGRO - CIA BRAS DE PROP AGRICOLAS","2012-03-31","2012-05-11"
"BRASILAGRO - CIA BRAS DE PROP AGRICOLAS","2012-09-30","2012-11-14"
"BRASILAGRO - CIA BRAS DE PROP AGRICOLAS","2012-12-31","2013-02-07"
"SPRINGS GLOBAL PARTICIPACOES S.A.","2012-03-31","2012-05-15"
"SPRINGS GLOBAL PARTICIPACOES S.A.","2012-06-30","2012-08-14"
"SPRINGS GLOBAL PARTICIPACOES S.A.","2012-09-30","2012-11-14"
"CR2 EMPREENDIMENTOS IMOBILIARIOS S.A.","2012-03-31","2012-05-15"
"CR2 EMPREENDIMENTOS IMOBILIARIOS S.A.","2012-06-30","2012-08-14"
"CR2 EMPREENDIMENTOS IMOBILIARIOS S.A.","2012-09-30","2012-11-14"
"GP INVESTMENTS, LTD.","2012-03-31","2012-05-16"
"GP INVESTMENTS, LTD.","2012-06-30","2012-08-14"
"GP INVESTMENTS, LTD.","2012-09-30","2012-11-14"
"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.","2012-03-31","2012-05-11"
"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.","2012-06-30","2012-08-10"
"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.","2012-09-30","2012-11-14"
"TECNISA S.A.","2012-03-31","2012-05-14"
"TECNISA S.A.","2012-06-30","2012-08-13"
"TECNISA S.A.","2012-09-30","2012-11-13"
"LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.","2012-03-31","2012-05-10"
"LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.","2012-06-30","2012-08-13"
"LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.","2012-09-30","2012-11-13"
"JHSF PARTICIPACOES S.A.","2012-03-31","2012-05-15"
"JHSF PARTICIPACOES S.A.","2012-06-30","2012-08-14"
"JHSF PARTICIPACOES S.A.","2012-09-30","2012-11-12"
"EZ TEC EMPREEND. E PARTICIPACOES S.A.","2012-03-31","2012-05-09"
"EZ TEC EMPREEND. E PARTICIPACOES S.A.","2012-06-30","2012-08-13"
"EZ TEC EMPREEND. E PARTICIPACOES S.A.","2012-09-30","2012-11-09"
"MRV ENGENHARIA E PARTICIPACOES S.A.","2012-03-31","2012-05-14"
"MRV ENGENHARIA E PARTICIPACOES S.A.","2012-06-30","2012-08-13"
"MRV ENGENHARIA E PARTICIPACOES S.A.","2012-09-30","2012-11-08"
"GUARARAPES CONFECCOES S.A.","2012-03-31","2012-05-14"
"GUARARAPES CONFECCOES S.A.","2012-06-30","2012-08-13"
"GUARARAPES CONFECCOES S.A.","2012-09-30","2012-11-13"
"CPFL ENERGIAS RENOVÁVEIS S.A.","2012-03-31","2012-05-03"
"CPFL ENERGIAS RENOVÁVEIS S.A.","2012-06-30","2012-08-02"
"CPFL ENERGIAS RENOVÁVEIS S.A.","2012-09-30","2012-10-31"
"CIA CELG DE PARTICIPACOES - CELGPAR","2012-03-31","2012-10-05"
"CIA CELG DE PARTICIPACOES - CELGPAR","2012-06-30","2013-01-29"
"CIA CELG DE PARTICIPACOES - CELGPAR","2012-09-30","2013-05-08"
"BRASIL BROKERS PARTICIPACOES S.A.","2012-03-31","2012-05-14"
"BRASIL BROKERS PARTICIPACOES S.A.","2012-06-30","2012-08-14"
"BRASIL BROKERS PARTICIPACOES S.A.","2012-09-30","2012-11-13"
"TRISUL S.A.","2012-03-31","2012-05-15"
"TRISUL S.A.","2012-06-30","2012-08-14"
"TRISUL S.A.","2012-09-30","2012-11-12"
"OSX BRASIL S.A.","2012-03-31","2012-05-03"
"OSX BRASIL S.A.","2012-06-30","2012-07-26"
"OSX BRASIL S.A.","2012-09-30","2012-10-29"
"TECHNOS S.A.","2012-03-31","2012-05-09"
"TECHNOS S.A.","2012-06-30","2012-08-09"
"TECHNOS S.A.","2012-09-30","2012-11-12"
"PETRO RIO S.A.","2012-03-31","2012-05-10"
"PETRO RIO S.A.","2012-06-30","2012-08-09"
"PETRO RIO S.A.","2012-09-30","2012-11-12"
"ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.","2012-03-31","2012-05-15"
"ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.","2012-06-30","2012-08-13"
"ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.","2012-09-30","2012-11-14"
"MOURA DUBEUX ENGENHARIA S/A","2012-03-31","2012-09-26"
"MOURA DUBEUX ENGENHARIA S/A","2012-06-30","2012-10-02"
"MOURA DUBEUX ENGENHARIA S/A","2012-09-30","2012-11-14"
"HIDROVIAS DO BRASIL S.A.","2012-03-31","2012-05-15"
"HIDROVIAS DO BRASIL S.A.","2012-06-30","2012-08-14"
"HIDROVIAS DO BRASIL S.A.","2012-09-30","2012-11-14"
"PARANA BCO S.A.","2012-03-31","2012-05-14"
"PARANA BCO S.A.","2012-06-30","2012-08-14"
"PARANA BCO S.A.","2012-09-30","2012-11-09"
"SANSUY S.A. INDUSTRIA DE PLASTICOS","2012-03-31","2012-05-09"
"SANSUY S.A. INDUSTRIA DE PLASTICOS","2012-06-30","2012-08-10"
"SANSUY S.A. INDUSTRIA DE PLASTICOS","2012-09-30","2012-11-09"
"TRONOX PIGMENTOS DO BRASIL S.A.","2012-03-31","2012-05-10"
"TRONOX PIGMENTOS DO BRASIL S.A.","2012-06-30","2012-08-15"
"TRONOX PIGMENTOS DO BRASIL S.A.","2012-09-30","2012-11-12"
"AREZZO INDÚSTRIA E COMÉRCIO S.A.","2012-03-31","2012-05-02"
"AREZZO INDÚSTRIA E COMÉRCIO S.A.","2012-06-30","2012-08-01"
"AREZZO INDÚSTRIA E COMÉRCIO S.A.","2012-09-30","2012-10-31"
"DIRECIONAL ENGENHARIA S.A.","2012-03-31","2012-05-14"
"DIRECIONAL ENGENHARIA S.A.","2012-06-30","2012-08-06"
"DIRECIONAL ENGENHARIA S.A.","2012-09-30","2012-11-05"
"LOCALIZA RENT A CAR S.A.","2012-03-31","2012-04-25"
"LOCALIZA RENT A CAR S.A.","2012-06-30","2012-07-30"
"LOCALIZA RENT A CAR S.A.","2012-09-30","2012-10-26"
"ALFA HOLDINGS S.A.","2012-03-31","2012-05-14"
"ALFA HOLDINGS S.A.","2012-06-30","2012-08-14"
"ALFA HOLDINGS S.A.","2012-09-30","2012-11-14"
"CONSORCIO ALFA DE ADMINISTRACAO S.A.","2012-03-31","2012-05-14"
"CONSORCIO ALFA DE ADMINISTRACAO S.A.","2012-06-30","2012-08-14"
"CONSORCIO ALFA DE ADMINISTRACAO S.A.","2012-09-30","2012-11-14"
"CIA TECIDOS SANTANENSE","2012-03-31","2012-05-15"
"CIA TECIDOS SANTANENSE","2012-06-30","2012-08-14"
"CIA TECIDOS SANTANENSE","2012-09-30","2012-11-14"
"CIA TECIDOS NORTE DE MINAS COTEMINAS","2012-03-31","2012-05-15"
"CIA TECIDOS NORTE DE MINAS COTEMINAS","2012-06-30","2012-08-14"
"CIA TECIDOS NORTE DE MINAS COTEMINAS","2012-09-30","2012-11-14"
"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.","2012-03-31","2012-05-10"
"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.","2012-06-30","2012-08-08"
"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.","2012-09-30","2012-11-08"
"BCO ABC BRASIL S.A.","2012-03-31","2012-05-02"
"BCO ABC BRASIL S.A.","2012-06-30","2012-07-31"
"BCO ABC BRASIL S.A.","2012-09-30","2012-10-30"
"SUL AMERICA S.A.","2012-03-31","2012-04-30"
"SUL AMERICA S.A.","2012-06-30","2012-07-30"
"SUL AMERICA S.A.","2012-09-30","2012-10-30"
"PETROLEO BRASILEIRO S.A. PETROBRAS","2012-03-31","2012-05-15"
"PETROLEO BRASILEIRO S.A. PETROBRAS","2012-06-30","2012-08-03"
"PETROLEO BRASILEIRO S.A. PETROBRAS","2012-09-30","2012-10-26"
"LOJAS AMERICANAS S.A.","2012-03-31","2012-05-08"
"LOJAS AMERICANAS S.A.","2012-06-30","2012-08-14"
"LOJAS AMERICANAS S.A.","2012-09-30","2012-11-13"
"CIA SIDERURGICA NACIONAL","2012-03-31","2012-05-10"
"CIA SIDERURGICA NACIONAL","2012-06-30","2012-08-14"
"CIA SIDERURGICA NACIONAL","2012-09-30","2012-10-31"
"MONTEIRO ARANHA S.A.","2012-03-31","2012-07-06"
"MONTEIRO ARANHA S.A.","2012-06-30","2012-08-14"
"MONTEIRO ARANHA S.A.","2012-09-30","2012-11-23"
"ULTRAPAR PARTICIPACOES S.A.","2012-03-31","2012-05-02"
"ULTRAPAR PARTICIPACOES S.A.","2012-06-30","2012-08-01"
"ULTRAPAR PARTICIPACOES S.A.","2012-09-30","2012-11-07"
"VALE S.A.","2012-03-31","2012-04-25"
"VALE S.A.","2012-06-30","2012-07-25"
"VALE S.A.","2012-09-30","2012-10-24"
"GERDAU S.A.","2012-03-31","2012-05-03"
"GERDAU S.A.","2012-06-30","2012-08-02"
"GERDAU S.A.","2012-09-30","2012-11-01"
"BRASKEM S.A.","2012-03-31","2012-05-10"
"BRASKEM S.A.","2012-06-30","2012-08-14"
"BRASKEM S.A.","2012-09-30","2012-11-08"
"LOG-IN LOGISTICA INTERMODAL S.A.","2012-03-31","2012-05-08"
"LOG-IN LOGISTICA INTERMODAL S.A.","2012-06-30","2012-08-07"
"LOG-IN LOGISTICA INTERMODAL S.A.","2012-09-30","2012-11-06"
"EVEN CONSTRUTORA E INCORPORADORA S.A.","2012-03-31","2012-05-07"
"EVEN CONSTRUTORA E INCORPORADORA S.A.","2012-06-30","2012-08-07"
"EVEN CONSTRUTORA E INCORPORADORA S.A.","2012-09-30","2012-11-12"
"PROFARMA DISTRIB PROD FARMACEUTICOS S.A.","2012-03-31","2012-05-03"
"PROFARMA DISTRIB PROD FARMACEUTICOS S.A.","2012-06-30","2012-08-08"
"PROFARMA DISTRIB PROD FARMACEUTICOS S.A.","2012-09-30","2012-11-07"
"MAGAZINE LUIZA S.A.","2012-03-31","2012-05-14"
"MAGAZINE LUIZA S.A.","2012-06-30","2012-08-13"
"MAGAZINE LUIZA S.A.","2012-09-30","2012-11-12"
"HELBOR EMPREENDIMENTOS S.A.","2012-03-31","2012-05-15"
"HELBOR EMPREENDIMENTOS S.A.","2012-06-30","2012-08-14"
"HELBOR EMPREENDIMENTOS S.A.","2012-09-30","2012-11-13"
"BOMBRIL S.A.","2012-03-31","2012-05-15"
"BOMBRIL S.A.","2012-06-30","2012-08-15"
"BOMBRIL S.A.","2012-09-30","2012-11-14"
"VULCABRAS S.A.","2012-03-31","2012-05-17"
"VULCABRAS S.A.","2012-06-30","2012-08-22"
"VULCABRAS S.A.","2012-09-30","2012-11-22"
"NUTRIPLANT INDUSTRIA E COMERCIO S.A.","2012-03-31","2012-04-27"
"NUTRIPLANT INDUSTRIA E COMERCIO S.A.","2012-06-30","2012-08-14"
"NUTRIPLANT INDUSTRIA E COMERCIO S.A.","2012-09-30","2012-11-14"
"IGUATEMI EMPRESA DE SHOPPING CENTERS S.A","2012-03-31","2012-05-03"
"IGUATEMI EMPRESA DE SHOPPING CENTERS S.A","2012-06-30","2012-07-30"
"IGUATEMI EMPRESA DE SHOPPING CENTERS S.A","2012-09-30","2012-11-08"
"SAO MARTINHO S.A.","2012-06-30","2012-08-14"
"SAO MARTINHO S.A.","2012-09-30","2012-11-07"
"SAO MARTINHO S.A.","2012-12-31","2013-02-06"
"PLASCAR PARTICIPACOES INDUSTRIAIS S.A.","2012-03-31","2012-05-14"
"PLASCAR PARTICIPACOES INDUSTRIAIS S.A.","2012-06-30","2012-08-07"
"PLASCAR PARTICIPACOES INDUSTRIAIS S.A.","2012-09-30","2012-11-07"
"TOTVS S.A.","2012-03-31","2012-04-25"
"TOTVS S.A.","2012-06-30","2012-07-25"
"TOTVS S.A.","2012-09-30","2012-10-31"
"BICICLETAS MONARK S.A.","2012-03-31","2012-05-14"
"BICICLETAS MONARK S.A.","2012-06-30","2012-08-15"
"BICICLETAS MONARK S.A.","2012-09-30","2012-11-13"
"ODONTOPREV S.A.","2012-03-31","2012-04-26"
"ODONTOPREV S.A.","2012-06-30","2012-07-26"
"ODONTOPREV S.A.","2012-09-30","2012-10-25"
"WHIRLPOOL S.A.","2012-03-31","2012-04-27"
"WHIRLPOOL S.A.","2012-06-30","2012-07-25"
"WHIRLPOOL S.A.","2012-09-30","2012-10-24"
"PARANAPANEMA S.A.","2012-03-31","2012-05-11"
"PARANAPANEMA S.A.","2012-06-30","2012-08-10"
"PARANAPANEMA S.A.","2012-09-30","2012-11-14"
"MAHLE-METAL LEVE S.A.","2012-03-31","2012-05-08"
"MAHLE-METAL LEVE S.A.","2012-06-30","2012-08-06"
"MAHLE-METAL LEVE S.A.","2012-09-30","2012-11-07"
"FLEURY S.A.","2012-03-31","2012-05-03"
"FLEURY S.A.","2012-06-30","2012-08-02"
"FLEURY S.A.","2012-09-30","2012-10-31"
"ITAU UNIBANCO HOLDING S.A.","2012-03-31","2012-04-24"
"ITAU UNIBANCO HOLDING S.A.","2012-06-30","2012-07-24"
"ITAU UNIBANCO HOLDING S.A.","2012-09-30","2012-10-23"
"MANGELS INDUSTRIAL S.A.","2012-03-31","2012-05-15"
"MANGELS INDUSTRIAL S.A.","2012-06-30","2012-08-14"
"MANGELS INDUSTRIAL S.A.","2012-09-30","2012-11-14"
"ROSSI RESIDENCIAL S.A.","2012-03-31","2012-05-14"
"ROSSI RESIDENCIAL S.A.","2012-06-30","2012-10-03"
"ROSSI RESIDENCIAL S.A.","2012-09-30","2012-11-13"
"MANUFATURA DE BRINQUEDOS ESTRELA S.A.","2012-03-31","2012-05-15"
"MANUFATURA DE BRINQUEDOS ESTRELA S.A.","2012-06-30","2012-08-15"
"MANUFATURA DE BRINQUEDOS ESTRELA S.A.","2012-09-30","2012-11-12"
"CAMBUCI S.A.","2012-03-31","2012-05-14"
"CAMBUCI S.A.","2012-06-30","2012-08-09"
"CAMBUCI S.A.","2012-09-30","2012-11-13"
"IOCHPE MAXION S.A.","2012-03-31","2012-05-15"
"IOCHPE MAXION S.A.","2012-06-30","2012-08-14"
"IOCHPE MAXION S.A.","2012-09-30","2012-11-08"
"SIDERURGICA J. L. ALIPERTI S.A.","2012-03-31","2012-05-15"
"SIDERURGICA J. L. ALIPERTI S.A.","2012-06-30","2012-08-14"
"SIDERURGICA J. L. ALIPERTI S.A.","2012-09-30","2012-11-13"
"MARISA LOJAS S.A.","2012-03-31","2012-05-03"
"MARISA LOJAS S.A.","2012-06-30","2012-08-02"
"MARISA LOJAS S.A.","2012-09-30","2012-10-31"
"BAUMER S.A.","2012-03-31","2012-05-15"
"BAUMER S.A.","2012-06-30","2012-08-14"
"BAUMER S.A.","2012-09-30","2012-11-14"
"DIAGNOSTICOS DA AMERICA S.A.","2012-03-31","2012-05-14"
"DIAGNOSTICOS DA AMERICA S.A.","2012-06-30","2012-08-13"
"DIAGNOSTICOS DA AMERICA S.A.","2012-09-30","2012-11-12"
"RAIA DROGASIL S.A.","2012-03-31","2012-05-10"
"RAIA DROGASIL S.A.","2012-06-30","2012-08-09"
"RAIA DROGASIL S.A.","2012-09-30","2012-11-13"
"BCO PINE S.A.","2012-03-31","2012-05-07"
"BCO PINE S.A.","2012-06-30","2012-08-06"
"BCO PINE S.A.","2012-09-30","2012-11-12"
"RNI NEGÓCIOS IMOBILIÁRIOS S.A.","2012-03-31","2012-05-15"
"RNI NEGÓCIOS IMOBILIÁRIOS S.A.","2012-06-30","2012-08-10"
"RNI NEGÓCIOS IMOBILIÁRIOS S.A.","2012-09-30","2012-11-09"
"MINERVA S.A.","2012-03-31","2012-05-15"
"MINERVA S.A.","2012-06-30","2012-08-09"
"MINERVA S.A.","2012-09-30","2012-10-17"
"CONSTRUTORA TENDA S.A.","2012-03-31","2012-05-08"
"CONSTRUTORA TENDA S.A.","2012-06-30","2012-08-10"
"CONSTRUTORA TENDA S.A.","2012-09-30","2012-11-12"
"KARSTEN S.A.","2012-03-31","2012-05-11"
"KARSTEN S.A.","2012-06-30","2012-08-14"
"KARSTEN S.A.","2012-09-30","2012-11-13"
"ELECTRO ACO ALTONA S.A.","2012-03-31","2012-04-26"
"ELECTRO ACO ALTONA S.A.","2012-06-30","2012-07-31"
"ELECTRO ACO ALTONA S.A.","2012-09-30","2012-10-29"
"TEXTIL RENAUXVIEW S.A.","2012-03-31","2012-05-14"
"TEXTIL RENAUXVIEW S.A.","2012-06-30","2012-08-14"
"TEXTIL RENAUXVIEW S.A.","2012-09-30","2012-11-14"
"PBG S/A","2012-03-31","2012-05-15"
"PBG S/A","2012-06-30","2012-08-14"
"PBG S/A","2012-09-30","2012-11-13"
"WEG S.A.","2012-03-31","2012-04-25"
"WEG S.A.","2012-06-30","2012-07-25"
"WEG S.A.","2012-09-30","2012-10-24"
"TUPY S.A.","2012-03-31","2012-05-15"
"TUPY S.A.","2012-06-30","2012-08-14"
"TUPY S.A.","2012-09-30","2012-11-14"
"DOHLER S.A.","2012-03-31","2012-05-15"
"DOHLER S.A.","2012-06-30","2012-08-14"
"DOHLER S.A.","2012-09-30","2012-11-13"
"SCHULZ S.A.","2012-03-31","2012-05-15"
"SCHULZ S.A.","2012-06-30","2012-08-15"
"SCHULZ S.A.","2012-09-30","2012-11-14"
"METALURGICA RIOSULENSE S.A.","2012-03-31","2012-05-21"
"METALURGICA RIOSULENSE S.A.","2012-06-30","2012-08-13"
"METALURGICA RIOSULENSE S.A.","2012-09-30","2012-11-14"
"METISA METALURGICA TIMBOENSE S.A.","2012-03-31","2012-05-14"
"METISA METALURGICA TIMBOENSE S.A.","2012-06-30","2012-08-13"
"METISA METALURGICA TIMBOENSE S.A.","2012-09-30","2012-11-12"
"POMIFRUTAS S/A","2012-03-31","2012-05-15"
"POMIFRUTAS S/A","2012-06-30","2012-08-14"
"POMIFRUTAS S/A","2012-09-30","2012-11-14"
"JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP","2012-03-31","2012-05-15"
"JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP","2012-06-30","2012-08-14"
"JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP","2012-09-30","2012-11-14"
"FRAS-LE S.A.","2012-03-31","2012-05-07"
"FRAS-LE S.A.","2012-06-30","2012-08-08"
"FRAS-LE S.A.","2012-09-30","2012-11-12"
"MUNDIAL S.A. - PRODUTOS DE CONSUMO","2012-03-31","2012-05-16"
"MUNDIAL S.A. - PRODUTOS DE CONSUMO","2012-06-30","2012-08-15"
"MUNDIAL S.A. - PRODUTOS DE CONSUMO","2012-09-30","2012-11-14"
"MARCOPOLO S.A.","2012-03-31","2012-05-07"
"MARCOPOLO S.A.","2012-06-30","2012-08-06"
"MARCOPOLO S.A.","2012-09-30","2012-11-05"
"RANDON S.A. IMPLEMENTOS E PARTICIPACOES","2012-03-31","2012-05-08"
"RANDON S.A. IMPLEMENTOS E PARTICIPACOES","2012-06-30","2012-08-08"
"RANDON S.A. IMPLEMENTOS E PARTICIPACOES","2012-09-30","2012-11-12"
"SLC AGRICOLA S.A.","2012-03-31","2012-05-03"
"SLC AGRICOLA S.A.","2012-06-30","2012-08-08"
"SLC AGRICOLA S.A.","2012-09-30","2012-11-13"
"KLABIN S.A.","2012-03-31","2012-04-26"
"KLABIN S.A.","2012-06-30","2012-07-26"
"KLABIN S.A.","2012-09-30","2012-10-25"
"GRENDENE S.A.","2012-03-31","2012-04-25"
"GRENDENE S.A.","2012-06-30","2012-07-26"
"GRENDENE S.A.","2012-09-30","2012-10-25"
"MINUPAR PARTICIPACOES S.A.","2012-03-31","2012-05-15"
"MINUPAR PARTICIPACOES S.A.","2012-06-30","2012-08-14"
"MINUPAR PARTICIPACOES S.A.","2012-09-30","2012-11-14"
"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2012-03-31","2012-05-10"
"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2012-06-30","2012-08-06"
"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2012-09-30","2012-11-12"
"RECRUSUL S.A.","2012-03-31","2012-05-15"
"RECRUSUL S.A.","2012-06-30","2012-08-15"
"RECRUSUL S.A.","2012-09-30","2012-11-14"
"KEPLER WEBER S.A.","2012-03-31","2012-05-11"
"KEPLER WEBER S.A.","2012-06-30","2012-08-13"
"KEPLER WEBER S.A.","2012-09-30","2012-11-14"
"GRAZZIOTIN S.A.","2012-03-31","2012-05-09"
"GRAZZIOTIN S.A.","2012-06-30","2012-08-13"
"GRAZZIOTIN S.A.","2012-09-30","2012-11-08"
"TREVISA INVESTIMENTOS S.A.","2012-03-31","2012-05-15"
"TREVISA INVESTIMENTOS S.A.","2012-06-30","2012-08-13"
"TREVISA INVESTIMENTOS S.A.","2012-09-30","2012-11-14"
"DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS","2012-03-31","2012-05-11"
